Name,Code,CURRENCY,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
DEA CAPITAL S.P.A. - TOTAL INTANGIBLE OT ASSETS-NET,IT0001431805(WC02649),E,102424,83462,73876,329782,314883,244778,229711,167134,156583,117233,114768,147559,125921
DEA CAPITAL S.P.A. - TOTAL DEBT % COMMON EQUITY,IT0001431805(WC08231),E,8.49,19.51,16.32,24.5,25.98,30.12,0.85,0.12,0.23,0.04,0.66,7.22,3.5
DELIVERY HERO SE - TOTAL INTANGIBLE OT ASSETS-NET,DE000A2E4K43(WC02649),E,NA,NA,NA,NA,87825,85806,464390,1161690,1304993,1222600,878000,1046700,1377300
DELIVERY HERO SE - TOTAL DEBT % COMMON EQUITY,DE000A2E4K43(WC08231),E,NA,NA,NA,NA,0.22,0.1,0.31,0,12.91,0.22,0.15,6.38,268.84
DEMANT A/S - TOTAL INTANGIBLE OT ASSETS-NET,DK0060738599(WC02649),DK,421300,855000,1753900,2055000,2648000,3618000,3896000,5977000,6768000,6892000,7866000,8576000,9104000
DEMANT A/S - TOTAL DEBT % COMMON EQUITY,DK0060738599(WC08231),DK,419.52,153.77,102.26,70.06,66.81,62.84,62.87,78.94,79.11,74.93,101.11,130.81,109.14
DERICHEBOURG. - TOTAL INTANGIBLE OT ASSETS-NET,FR0000053381(WC02649),E,607900,480300,467500,476600,484200,211200,211300,218300,229900,224000,224100,235700,268600
DERICHEBOURG. - TOTAL DEBT % COMMON EQUITY,FR0000053381(WC08231),E,212.1,489.41,312.44,221.65,168.61,184.75,95.1,80.42,77.64,56.01,47.39,78.3,134.8
DERMAPHARM - TOTAL INTANGIBLE OT ASSETS-NET,DE000A2GS5D8(WC02649),E,NA,NA,NA,NA,NA,97058,93266,84410,87058,157987,244557,495276,563610
DERMAPHARM - TOTAL DEBT % COMMON EQUITY,DE000A2GS5D8(WC08231),E,NA,NA,NA,NA,NA,399.88,604.51,401.5,274.83,345.72,120.55,199.04,188.47
DEUTSCHE BANK AG - TOTAL INTANGIBLE OT ASSETS-NET,DE0005140008(WC02649),E,9877000,10169000,15594000,15802000,14219000,13932000,14951000,10078000,8982000,8839000,9141000,7029000,6725000
DEUTSCHE BANK AG - TOTAL DEBT % COMMON EQUITY,DE0005140008(WC08231),E,1143.33,845.46,835.85,754.51,717.86,567.56,361.75,403.99,479.49,432.73,374.71,363.13,388.55
DEUTSCHE BETEILIGUNG - TOTAL INTANGIBLE OT ASSETS-NET,DE000A1TNUT7(WC02649),E,39,25,25,30,45,34,151,616,846,693,438,301,490
DEUTSCHE BETEILIGUNG - TOTAL DEBT % COMMON EQUITY,DE000A1TNUT7(WC08231),E,0,0,0,0,0,0,0,0,0,0,0,0,4.21
DEUTSCHE BOERSE AG - TOTAL INTANGIBLE OT ASSETS-NET,DE0005810055(WC02649),E,3446500,3431500,3089900,3163800,3178800,3158700,3526500,4633000,3973700,4091000,4191600,5008400,5723200
DEUTSCHE BOERSE AG - TOTAL DEBT % COMMON EQUITY,DE0005810055(WC08231),E,362.82,308.28,315.01,529.11,50.26,57.79,52.33,95.2,66.3,51.71,69.41,52.39,77.76
DEUTSCHE EUROSHOP AG - TOTAL INTANGIBLE OT ASSETS-NET,DE0007480204(WC02649),E,32,24,29,20,16,8,17,8,29,53746,53736,53752,51732
DEUTSCHE EUROSHOP AG - TOTAL DEBT % COMMON EQUITY,DE0007480204(WC08231),E,104.57,101.4,103.08,123.39,125.37,104.05,93.82,79.62,75.44,69.13,68.28,67.25,76.97
DEUTSCHE LUFTHANSA - TOTAL INTANGIBLE OT ASSETS-NET,DE0008232125(WC02649),E,1082000,1839000,1911000,1575000,1568000,1569000,1587000,1657000,1737000,1835000,1893000,1942000,1638000
DEUTSCHE LUFTHANSA - TOTAL DEBT % COMMON EQUITY,DE0008232125(WC08231),E,53.08,112.57,87.44,81.02,83.99,105.56,155.14,111.65,94.02,71.95,71.06,99.01,1141.95
DEUTSCHE POST AG - TOTAL INTANGIBLE OT ASSETS-NET,DE0005552004(WC02649),E,11627000,11534000,11848000,12196000,12151000,11836000,12352000,12490000,12554000,11792000,11850000,11987000,11658000
DEUTSCHE POST AG - TOTAL DEBT % COMMON EQUITY,DE0005552004(WC08231),E,52.35,89.96,66.66,63.58,40.3,60.26,55.13,46.93,53.34,47.53,120.85,120.08,138.23
DEUTSCHE TELEKOM AG - TOTAL INTANGIBLE OT ASSETS-NET,DE0005557508(WC02649),E,53927000,51705000,53807000,50097000,41732000,45967000,51565000,57025000,60599000,62865000,64950000,68202000,118066000
DEUTSCHE TELEKOM AG - TOTAL DEBT % COMMON EQUITY,DE0005557508(WC08231),E,104.91,129.11,131.74,135.2,169.04,201.69,205.17,203.27,208.59,179.85,192.8,261.97,379.7
DEUTSCHE WOHNEN SE - TOTAL INTANGIBLE OT ASSETS-NET,DE000A0HN5C6(WC02649),E,4652,4558,3483,2511,3300,503674,546074,546329,20518,19000,31400,188900,357700
DEUTSCHE WOHNEN SE - TOTAL DEBT % COMMON EQUITY,DE000A0HN5C6(WC08231),E,325.83,212.3,200.6,169.4,172.04,143.07,117.66,78.82,80.45,73.96,79.84,80.27,86.41
DEUTZ AG - TOTAL INTANGIBLE OT ASSETS-NET,DE0006305006(WC02649),E,125700,145800,185600,227800,244300,237900,211700,176600,148500,213200,203600,216200,197200
DEUTZ AG - TOTAL DEBT % COMMON EQUITY,DE0006305006(WC08231),E,42.97,55.85,37.8,26.73,21.26,18.86,17.7,14.99,12.26,7.61,6.32,10.81,27.76
DEVOTEAM SA - TOTAL INTANGIBLE OT ASSETS-NET,FR0000073793(WC02649),E,69304,85740,90570,91032,84250,76268,79971,79011,82711,94304,131741,140662,150152
DEVOTEAM SA - TOTAL DEBT % COMMON EQUITY,FR0000073793(WC08231),E,54.75,49.89,38.28,26.38,24.69,32.57,11.65,28.45,25.11,23.27,20.24,40.2,36.52
DFDS AS - TOTAL INTANGIBLE OT ASSETS-NET,DK0060655629(WC02649),DK,415221,424509,400667,450023,477809,564588,716225,765637,826100,834000,4788400,4934000,4901000
DFDS AS - TOTAL DEBT % COMMON EQUITY,DK0060655629(WC08231),DK,106.51,115.37,78.29,51.87,46.76,54.25,52.66,45.55,45.34,49.9,100.9,124.31,120.39
DIASORIN S.P.A. - TOTAL INTANGIBLE OT ASSETS-NET,IT0003492391(WC02649),E,93305,96006,126864,121933,125276,119414,116950,117906,357086,344350,373084,370279,356737
DIASORIN S.P.A. - TOTAL DEBT % COMMON EQUITY,IT0003492391(WC08231),E,23.71,16.82,9.38,6.08,3.43,1.73,0.67,0.39,7.6,3.24,2.93,3.45,3.63
DIC ASSET AG - TOTAL INTANGIBLE OT ASSETS-NET,DE000A1X3XX4(WC02649),E,196,221,255,152,185,1688,1273,1003,658,436,266,199378,195658
DIC ASSET AG - TOTAL DEBT % COMMON EQUITY,DE000A1X3XX4(WC08231),E,295.89,300.22,234.98,244.05,238.69,218.9,216.36,169.74,192.5,170.33,165.97,157.72,134.58
DIGITAL360 SPA - TOTAL INTANGIBLE OT ASSETS-NET,IT0005254252(WC02649),E,NA,NA,NA,NA,NA,NA,NA,3996,5163,6773,9820,9275,8512
DIGITAL360 SPA - TOTAL DEBT % COMMON EQUITY,IT0005254252(WC08231),E,NA,NA,NA,NA,NA,NA,NA,541.79,245.2,54.69,73.92,110.31,89.72
DINO POLSKA SA - TOTAL INTANGIBLE OT ASSETS-NET,PLDINPL00011(WC02649),PZ,NA,NA,NA,NA,NA,NA,90700,92253,93072,92774,95024,99048,99050
DINO POLSKA SA - TOTAL DEBT % COMMON EQUITY,PLDINPL00011(WC08231),PZ,NA,NA,NA,NA,NA,NA,98.56,87.04,82.31,76.07,68.86,70.47,65.02
DIOS FASTIGHETER - TOTAL INTANGIBLE OT ASSETS-NET,SE0001634262(WC02649),SK,0,0,0,0,0,4000,4000,3000,2000,2000,1000,0,0
DIOS FASTIGHETER - TOTAL DEBT % COMMON EQUITY,SE0001634262(WC08231),SK,256.02,240.72,239.68,293.65,255.75,236.91,227.96,228.16,188.01,162.29,145.02,147.21,147.01
DISTRIBUIDORA IN - TOTAL INTANGIBLE OT ASSETS-NET,ES0126775032(WC02649),E,460944,457620,459854,460919,460919,500001,497209,592826,595323,595838,540062,529644,510401
DISTRIBUIDORA IN - TOTAL DEBT % COMMON EQUITY,ES0126775032(WC08231),E,43.43,30.03,132.11,876.57,642.21,533.57,193.65,413.23,315.15,376.28,-1010.71,-625.18,-317.68
DMG MORI AG - TOTAL INTANGIBLE OT ASSETS-NET,DE0005878003(WC02649),E,99368,100149,112757,132354,184598,192817,213981,209911,195276,190681,190372,199546,211178
DMG MORI AG - TOTAL DEBT % COMMON EQUITY,DE0005878003(WC08231),E,100.99,87.25,82.21,7.27,3.28,1.75,5.98,5.17,5.69,4.23,1.06,5.34,4.42
DAMPSKIBS NORDEN AS - TOTAL INTANGIBLE OT ASSETS-NET,DK0060083210(WC02649),DK,NA,NA,0,0,0,0,0,0,0,0,0,0,0
DAMPSKIBS NORDEN AS - TOTAL DEBT % COMMON EQUITY,DK0060083210(WC08231),DK,4.05,3.89,4.72,8.28,8.53,16.09,20.24,34.85,26.99,26.58,40.15,73.78,74.84
DNB BANK ASA - TOTAL INTANGIBLE OT ASSETS-NET,NO0010161896(WC02649),NK,8480000,7644000,7164000,7003000,6718000,6511000,6286000,6076000,5814000,5600000,5455000,5454000,5498000
DNB BANK ASA - TOTAL DEBT % COMMON EQUITY,NO0010161896(WC08231),NK,1077.38,846.9,713.23,796.9,765.83,555.49,534.82,440.6,414.01,403.51,455.75,457.3,414.59
DNO ASA - TOTAL INTANGIBLE OT ASSETS-NET,NO0003921009(WC02649),NK,595300,851000,930700,691400,987100,962900,1124813,1177718,745369,257800,283418,5974538,4037404
DNO ASA - TOTAL DEBT % COMMON EQUITY,NO0003921009(WC08231),NK,99.3,113.09,85.96,76.12,33,30.61,40.86,80.65,99.25,45.14,48.78,92.65,112.57
DO & CO AG - TOTAL INTANGIBLE OT ASSETS-NET,AT0000818802(WC02649),E,38859,28733,25352,19921,14685,15548,46090,64940,66300,59900,53360,48890,37050
DO & CO AG - TOTAL DEBT % COMMON EQUITY,AT0000818802(WC08231),E,30.06,22.16,0,0,0,9.94,86.14,86.64,89.04,96.93,75.52,72.54,402.47
DOMETIC GROUP - TOTAL INTANGIBLE OT ASSETS-NET,SE0007691613(WC02649),SK,NA,NA,NA,NA,NA,NA,13322000,12965000,13741000,21276000,22710000,23435000,21057000
DOMETIC GROUP - TOTAL DEBT % COMMON EQUITY,SE0007691613(WC08231),SK,NA,NA,NA,NA,NA,NA,146.79,40.52,34.21,72.64,72.43,74.45,87.62
DOVALUE SPA - TOTAL INTANGIBLE OT ASSETS-NET,IT0001044996(WC02649),E,NA,NA,651,426,157,56,58,47,2079,4506,6847,340879,577460
DOVALUE SPA - TOTAL DEBT % COMMON EQUITY,IT0001044996(WC08231),E,NA,NA,0,0,0,0,0,2.77,11.45,5.86,0.13,170.13,347.85
DRAEGERWERK AG - TOTAL INTANGIBLE OT ASSETS-NET,DE0005550636(WC02649),E,211561,278889,277351,280309,282554,283002,294242,351776,347579,342485,336019,333985,330962
DRAEGERWERK AG - TOTAL DEBT % COMMON EQUITY,DE0005550636(WC08231),E,113.2,149.29,75.81,71.84,59.11,42.14,34.38,33.68,25.58,20.47,20.65,26.52,35.89
MAERSK DRILLING A/S - TOTAL INTANGIBLE OT ASSETS-NET,DK0061135753(WC02649),DK,NA,NA,NA,NA,NA,NA,NA,NA,768363,527426,364607,206556,91397
MAERSK DRILLING A/S - TOTAL DEBT % COMMON EQUITY,DK0061135753(WC08231),DK,NA,NA,NA,NA,NA,NA,NA,NA,22.3,26.28,38.58,38.29,63.71
KONINKLIJKE DSM N.V. - TOTAL INTANGIBLE OT ASSETS-NET,NL0000009827(WC02649),E,1200000,1053000,1070000,1786000,2793000,2705000,2867000,3228000,3188000,3058000,3090000,3515000,4455000
KONINKLIJKE DSM N.V. - TOTAL DEBT % COMMON EQUITY,NL0000009827(WC08231),E,50.21,45.14,38.73,38.28,44.15,43.89,48.58,50.71,56.08,37.75,34.08,34.32,48.47
DSV A/S - TOTAL INTANGIBLE OT ASSETS-NET,DK0060079531(WC02649),DK,8436000,8721000,8772000,8683000,8723000,8982000,8928000,8996000,17247000,16573000,16742000,51988000,48665000
DSV A/S - TOTAL DEBT % COMMON EQUITY,DK0060079531(WC08231),DK,262.16,131.43,94.66,131.01,132.48,106.27,103.54,38.99,74.96,46.9,48.48,41.67,44.65
DEUTSCHE PFA - TOTAL INTANGIBLE OT ASSETS-NET,DE0008019001(WC02649),E,NA,NA,32000,35000,39000,31000,23000,21000,24000,36000,37000,39000,40000
DEUTSCHE PFA - TOTAL DEBT % COMMON EQUITY,DE0008019001(WC08231),E,NA,NA,3844.06,2126.84,1872.63,1513.26,1491.53,1685.62,1587.92,1492.09,882.43,887.99,1004.47
DUERR AG - TOTAL INTANGIBLE OT ASSETS-NET,DE0005565204(WC02649),E,287142,294430,300944,326659,326273,322034,617856,648906,611133,592706,651342,644000,661327
DUERR AG - TOTAL DEBT % COMMON EQUITY,DE0005565204(WC08231),E,36.68,35.25,74.18,79.74,67.49,54.43,70.59,51.54,81.69,69.48,63.78,89.56,118.18
DUNI AB - TOTAL INTANGIBLE OT ASSETS-NET,SE0000616716(WC02649),SK,1224000,1228000,1243000,1256000,1250000,1327000,1774000,1730000,1881000,1911000,2655000,2556000,2419000
DUNI AB - TOTAL DEBT % COMMON EQUITY,SE0000616716(WC08231),SK,74.55,39.58,26.62,31.75,28.08,23.44,37.85,23.62,28.15,33.52,59.64,62.08,58.48
DURO FELGUERA SA - TOTAL INTANGIBLE OT ASSETS-NET,ES0162600003(WC02649),E,1394,1308,1114,19342,19279,29165,30821,31949,38371,19174,16727,14469,11718
DURO FELGUERA SA - TOTAL DEBT % COMMON EQUITY,ES0162600003(WC08231),E,37.27,48.5,41.98,43.84,36.69,82.29,94.59,248.53,315.44,-226.86,310.64,451.15,-62.96
DUSTIN GROUP AB - TOTAL INTANGIBLE OT ASSETS-NET,SE0006625471(WC02649),SK,NA,NA,NA,NA,1544520,2175106,2218645,2277125,2371300,2578800,3920700,4614300,4430400
DUSTIN GROUP AB - TOTAL DEBT % COMMON EQUITY,SE0006625471(WC08231),SK,NA,NA,NA,NA,154.39,228.21,187.09,96.51,74.98,73.07,121.3,81.54,109.66
DWS GROUP - TOTAL INTANGIBLE OT ASSETS-NET,DE000DWS1007(WC02649),E,NA,NA,NA,NA,NA,NA,NA,3795000,3914000,3624000,3749000,3781000,3550000
DWS GROUP - TOTAL DEBT % COMMON EQUITY,DE000DWS1007(WC08231),E,NA,NA,NA,NA,NA,NA,NA,5.99,4.89,1.75,1.76,3.27,3
E.ON SE - TOTAL INTANGIBLE OT ASSETS-NET,DE000ENAG999(WC02649),E,23915000,25143000,22658000,21455000,20309000,19385000,16694000,10906000,5792000,5580000,4216000,21650000,21682000
E.ON SE - TOTAL DEBT % COMMON EQUITY,DE000ENAG999(WC08231),E,119.12,93.63,78,83.71,74.22,69.5,80,107.99,-1348.53,324.96,171.69,351.97,666.82
EAC INVEST A/S - TOTAL INTANGIBLE OT ASSETS-NET,DK0061277894(WC02649),DK,139000,141000,614000,1140000,1133000,814000,545000,532743,437228,450124,141865,0,0
EAC INVEST A/S - TOTAL DEBT % COMMON EQUITY,DK0061277894(WC08231),DK,40.48,43.35,39.8,69.48,77.82,38.63,40.17,41.43,47.47,37.96,198.02,0,0
EBRO FOODS SA - TOTAL INTANGIBLE OT ASSETS-NET,ES0112501012(WC02649),E,1136707,1097208,1060672,1210930,1197200,1225161,1366570,1457099,1492643,1466137,1593207,1805182,1510958
EBRO FOODS SA - TOTAL DEBT % COMMON EQUITY,ES0112501012(WC08231),E,91.18,59.11,36.01,30.82,24.13,24.6,27.78,28.8,31.1,32.46,32.7,47.87,50.22
ECKERT & ZIEGLER STR - TOTAL INTANGIBLE OT ASSETS-NET,DE0005659700(WC02649),E,38726,42123,40885,44598,45819,52650,55618,54121,52964,51439,52519,51899,41422
ECKERT & ZIEGLER STR - TOTAL DEBT % COMMON EQUITY,DE0005659700(WC08231),E,45.31,26.27,31.92,23.71,19.13,27.08,21.12,15.58,11.08,1.54,0.03,14.39,13.8
ECONOCOM GROUP SE - TOTAL INTANGIBLE OT ASSETS-NET,BE0974313455(WC02649),E,31424,32270,199333,182861,196997,390729,438345,547600,606700,678400,714500,570100,547100
ECONOCOM GROUP SE - TOTAL DEBT % COMMON EQUITY,BE0974313455(WC08231),E,38.67,39.01,179.47,114.51,78.55,72.9,120.49,173.65,265.14,135.66,216.98,206.29,154.93
EDAG ENGINEERIN - TOTAL INTANGIBLE OT ASSETS-NET,CH0303692047(WC02649),E,NA,NA,NA,NA,84346,113393,109864,105634,99574,105795,100260,95109,89592
EDAG ENGINEERIN - TOTAL DEBT % COMMON EQUITY,CH0303692047(WC08231),E,NA,NA,NA,NA,115.9,227.1,142.2,105.77,76.53,79.28,95.13,236.68,255.83
EDENRED SE - TOTAL INTANGIBLE OT ASSETS-NET,FR0010908533(WC02649),E,755000,656000,647000,610000,641000,706000,730000,757000,1217000,1427000,1408000,2310000,2112000
EDENRED SE - TOTAL DEBT % COMMON EQUITY,FR0010908533(WC08231),E,-133.74,-130.07,-149.1,-141.51,-127.34,-114.62,-99.55,-105.85,-157.24,-131.32,-160.79,-245.6,-267.97
ELECTRICIT DE FRANCE - TOTAL INTANGIBLE OT ASSETS-NET,FR0010242511(WC02649),E,9883000,18981000,16644000,16350000,18037000,17182000,18578000,19125000,16373000,18932000,20113000,19973000,19848000
ELECTRICIT DE FRANCE - TOTAL DEBT % COMMON EQUITY,FR0010242511(WC08231),E,190.7,212.12,165.23,175.62,226.59,157.15,158.14,184.7,189.31,137.45,133.1,145.01,143.74
EDISON SPA - TOTAL INTANGIBLE OT ASSETS-NET,IT0003372205(WC02649),E,3841000,4833000,4628000,4366000,4284000,4206000,3927000,2953000,2881000,2789000,3020000,2564000,2439000
EDISON SPA - TOTAL DEBT % COMMON EQUITY,IT0003372205(WC08231),E,40.55,58.38,54.59,62.46,49.7,44.53,35.78,28.98,21.66,6.46,9.7,17.97,15.69
EDP - ENERGIAS DE - TOTAL INTANGIBLE OT ASSETS-NET,PTEDP0AM0009(WC02649),E,5842300,5966546,9963318,10127735,9860319,9324181,9134312,8913222,8543396,6980028,6987991,6343685,7304538
EDP - ENERGIAS DE - TOTAL DEBT % COMMON EQUITY,PTEDP0AM0009(WC08231),E,228.5,219.93,224.41,228.03,246.71,234.71,230.78,220.23,195.39,182,183.91,196.34,182.82
EDP RENOVAVEIS - TOTAL INTANGIBLE OT ASSETS-NET,ES0127797019(WC02649),E,1394796,1335696,1366733,1333664,1326845,1345521,1405420,1534145,1595682,1545741,1577209,1489527,1536894
EDP RENOVAVEIS - TOTAL DEBT % COMMON EQUITY,ES0127797019(WC08231),E,28.57,51.15,66.98,71.71,71.34,65.87,71.25,74.12,65.54,60.82,64.3,60.88,65.39
EDREAMS ODIGE - TOTAL INTANGIBLE OT ASSETS-NET,LU1048328220(WC02649),E,NA,NA,NA,NA,1199251,1186377,1181729,1010401,1022993,1030789,1034216,1040662,971725
EDREAMS ODIGE - TOTAL DEBT % COMMON EQUITY,LU1048328220(WC08231),E,NA,NA,NA,NA,146.06,158.46,162.87,126.65,119.51,108.18,101.5,103.08,142.16
EEZY - TOTAL INTANGIBLE OT ASSETS-NET,FI4000322326(WC02649),E,NA,NA,NA,NA,NA,NA,NA,NA,NA,18109,69697,157926,157669
EEZY - TOTAL DEBT % COMMON EQUITY,FI4000322326(WC08231),E,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.62,36.35,59.28,57.36
EIFFAGE SA - TOTAL INTANGIBLE OT ASSETS-NET,FR0000130452(WC02649),E,16354000,16003000,16258000,15900000,15647000,15436000,15117000,14777000,14528000,14358000,14405000,14789000,15261000
EIFFAGE SA - TOTAL DEBT % COMMON EQUITY,FR0000130452(WC08231),E,490.43,505.39,581.81,637.9,678.47,574.56,588.49,495.31,442.26,353.26,302.73,303.37,308.56
EIMSKIPAFELAG - TOTAL INTANGIBLE OT ASSETS-NET,IS0000019800(WC02649),IK,NA,4275899,3205470,2921587,3318759,3227634,2989506,3700547,4953385,8314089,9039795,8988591,9937661
EIMSKIPAFELAG - TOTAL DEBT % COMMON EQUITY,IS0000019800(WC08231),IK,NA,54.57,44.9,35.78,30.15,29.28,30.21,31.82,33.89,52.47,68.16,90.4,99.46
EL.EN SPA - TOTAL INTANGIBLE OT ASSETS-NET,IT0005453250(WC02649),E,6407,6975,6992,23958,3428,3397,3613,3858,3896,4259,4484,4834,4488
EL.EN SPA - TOTAL DEBT % COMMON EQUITY,IT0005453250(WC08231),E,9.64,11.73,12.1,20.88,20.14,17.72,18.91,11.3,8.07,7.9,10.37,17,24.22
ELANDERS AB - TOTAL INTANGIBLE OT ASSETS-NET,SE0000119299(WC02649),SK,957186,952995,875218,869508,1031299,1156401,1296689,1268761,3081400,3135900,3218200,3229000,3084900
ELANDERS AB - TOTAL DEBT % COMMON EQUITY,SE0000119299(WC08231),SK,110.86,118.28,94.11,84.78,88.48,90.55,99.21,84.15,115.68,132.98,117.48,162.41,133.28
#ERROR,,,"$$ER: E100,NO WORLDSCOPE DATA FOR THIS CODE",,,,,,,,,,,,
#ERROR,,,"$$ER: E100,NO WORLDSCOPE DATA FOR THIS CODE",,,,,,,,,,,,
ELECTROLUX - TOTAL INTANGIBLE OT ASSETS-NET,SE0013747870(WC02649),SK,NA,NA,NA,NA,NA,NA,NA,NA,NA,959000,1832000,2209000,1995000
ELECTROLUX - TOTAL DEBT % COMMON EQUITY,SE0013747870(WC08231),SK,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.07,9.81,45.78,43.57
ELEKTA AB (PUBL) - TOTAL INTANGIBLE OT ASSETS-NET,SE0000163628(WC02649),SK,2659000,3150000,2880000,2692000,6457000,6424000,6845000,8174000,8210000,8704000,9175000,9301000,9469000
ELEKTA AB (PUBL) - TOTAL DEBT % COMMON EQUITY,SE0000163628(WC08231),SK,80.32,63.83,32.04,22.99,90.62,82.06,71.79,90.89,77.32,77.83,67.01,58.6,115.36
ELIA GROUP - TOTAL INTANGIBLE OT ASSETS-NET,BE0003822393(WC02649),E,1727000,1730100,1751100,1753600,1757000,1758400,1735000,1734600,1735800,1738600,2502300,2507500,2516500
ELIA GROUP - TOTAL DEBT % COMMON EQUITY,BE0003822393(WC08231),E,174.84,191.8,145.35,142.58,145.93,143.57,118.61,130.32,106.97,107.35,256.45,214.91,250.18
ELIOR GROUP SA - TOTAL INTANGIBLE OT ASSETS-NET,FR0011950732(WC02649),E,NA,NA,NA,2179300,2339000,2555000,2620400,2670000,2920800,3040900,3065700,2113000,1940000
ELIOR GROUP SA - TOTAL DEBT % COMMON EQUITY,FR0011950732(WC08231),E,NA,NA,NA,177.56,360.18,393.94,123.19,112.92,122.4,112.54,134.16,36.99,91.01
ELIS SERVICES SA - TOTAL INTANGIBLE OT ASSETS-NET,FR0012435121(WC02649),E,NA,NA,NA,1973282,1912421,1882965,1942179,1958118,2106572,4714300,4670100,4668000,4548400
ELIS SERVICES SA - TOTAL DEBT % COMMON EQUITY,FR0012435121(WC08231),E,NA,NA,NA,-38456.22,-6080.21,581.94,564.59,142.52,154.39,125.71,124,133.65,137.7
ELISA CORP - TOTAL INTANGIBLE OT ASSETS-NET,FI0009007884(WC02649),E,916700,918100,911500,892100,898400,975700,968500,964900,1039800,1190600,1227400,1288600,1341500
ELISA CORP - TOTAL DEBT % COMMON EQUITY,FI0009007884(WC08231),E,96.7,83.35,97.38,101.23,103.51,128.91,118.78,121.22,121.3,113.18,101.98,107.53,120.64
ELKEM ASA - TOTAL INTANGIBLE OT ASSETS-NET,NO0010816093(WC02649),NK,NA,NA,NA,NA,NA,NA,803553,887581,1035658,1045673,1264000,1243000,2238000
ELKEM ASA - TOTAL DEBT % COMMON EQUITY,NO0010816093(WC08231),NK,NA,NA,NA,NA,NA,NA,109.06,55.92,42.23,40.62,67.42,74.69,83.67
ELLAKTOR S.A. - TOTAL INTANGIBLE OT ASSETS-NET,GRS191213008(WC02649),E,928495,1000104,1083923,1093123,1078685,1052525,1005228,953862,691848,627339,572954,483133,420543
ELLAKTOR S.A. - TOTAL DEBT % COMMON EQUITY,GRS191213008(WC08231),E,153.87,172.05,203.21,179.58,181.61,185.78,175.95,186.92,213.25,218.47,305.8,360.09,672.22
ELMOS SEMICONDUCTOR - TOTAL INTANGIBLE OT ASSETS-NET,DE0005677108(WC02649),E,40200,38311,30589,29240,30236,26664,21439,20822,19572,23366,30455,32864,30201
ELMOS SEMICONDUCTOR - TOTAL DEBT % COMMON EQUITY,DE0005677108(WC08231),E,23.72,25.62,23.46,21.74,22.86,19.83,18.15,16.85,15.69,21.36,16.46,14.47,14.72
ELOS MEDTECH AB - TOTAL INTANGIBLE OT ASSETS-NET,SE0000120776(WC02649),SK,57323,54728,49621,59721,70277,81058,68467,275744,289917,266977,278448,283396,253755
ELOS MEDTECH AB - TOTAL DEBT % COMMON EQUITY,SE0000120776(WC08231),SK,126.98,124.55,87.91,96.69,99.62,73.26,46.42,98.02,95.87,89.79,57.37,60.69,50.6
ELRINGKLINGER AG - TOTAL INTANGIBLE OT ASSETS-NET,DE0007856023(WC02649),E,86542,89184,91460,134133,135989,176710,185343,213542,212440,190540,190307,208149,201071
ELRINGKLINGER AG - TOTAL DEBT % COMMON EQUITY,DE0007856023(WC08231),E,94.48,72.46,40.01,49.51,51.7,52.93,56.12,65.2,67.91,82.22,90.12,85.54,76.83
ELTEL AB - TOTAL INTANGIBLE OT ASSETS-NET,SE0006509949(WC02649),SK,NA,NA,NA,5068062,4862871,4760384,4623678,5008327,4684297,3232912,3299028,3201887,3045971
ELTEL AB - TOTAL DEBT % COMMON EQUITY,SE0006509949(WC08231),SK,NA,NA,NA,149.59,143,131.89,131.19,52.53,83.46,59.29,82.2,123.74,71.14
EMBRACER GROUP AB - TOTAL INTANGIBLE OT ASSETS-NET,SE0016828511(WC02649),SK,NA,NA,NA,NA,NA,NA,74800,104500,228699,571063,3330118,3707000,5870900
EMBRACER GROUP AB - TOTAL DEBT % COMMON EQUITY,SE0016828511(WC08231),SK,NA,NA,NA,NA,NA,NA,38.5,11.88,8.33,10.23,NA,12.07,22.99
ENAGAS SA - TOTAL INTANGIBLE OT ASSETS-NET,ES0130960018(WC02649),E,37552,41405,36629,54815,74303,97354,77769,80286,76419,929889,944659,73671,74591
ENAGAS SA - TOTAL DEBT % COMMON EQUITY,ES0130960018(WC08231),E,185.45,226.28,253.88,264.33,253.87,193.63,205.54,188.91,231.53,218.98,204.57,144.06,162.28
ENAV - TOTAL INTANGIBLE OT ASSETS-NET,IT0005176406(WC02649),E,NA,NA,NA,NA,NA,131767,124759,122092,123084,124414,122368,171567,175629
ENAV - TOTAL DEBT % COMMON EQUITY,IT0005176406(WC08231),E,NA,NA,NA,NA,NA,14.49,18.47,33.34,29.67,34.03,30.96,30.16,51.01
ENBW ENERGIE BADEN - TOTAL INTANGIBLE OT ASSETS-NET,DE0005220008(WC02649),E,1687800,1806400,2197000,2034600,1926700,1840800,1783000,1744900,1636500,1905900,1748700,3347400,3498500
ENBW ENERGIE BADEN - TOTAL DEBT % COMMON EQUITY,DE0005220008(WC08231),E,111.3,134.79,112.89,158.99,114.05,151.97,284.59,233.91,601.72,204.62,175.88,225.24,268.7
ENCAVIS AG - TOTAL INTANGIBLE OT ASSETS-NET,DE0006095003(WC02649),E,11,460,13592,39940,76211,98253,148048,183611,615562,641887,599939,573737,521445
