Name,Code,CURRENCY,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
DSV A/S - OPERATING INCOME,DK0060079531(WC01250),DK,1906000,1689000,2164000,2410000,2508000,2552000,2626000,3050000,3475000,4878000,5450000,6654000,9520000
DSV A/S - NET SALES%WORKING CAPITAL,DK0060079531(WC08141),DK,-27.07,-305.81,-266.01,-88.66,-701.75,67.42,328.26,10.47,25.23,25.08,31.86,-86.25,80.62
DEUTSCHE PFA - OPERATING INCOME,DE0008019001(WC01250),E,NA,NA,-143000,181000,130000,158000,54000,190000,308000,202000,213000,191000,137000
#ERROR,,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
DUERR AG - OPERATING INCOME,DE0005565204(WC01250),E,61194,-26895,26853,103521,168948,187031,190391,207834,207018,255232,288178,264643,96810
DUERR AG - NET SALES%WORKING CAPITAL,DE0005565204(WC08141),E,16.16,21.6,6.81,8.1,8.49,7.64,10.52,32.08,6.51,6.38,7.25,5.04,8.13
DUNI AB - OPERATING INCOME,SE0000616716(WC01250),SK,380000,386000,360000,339000,345000,384000,452000,490000,469000,461000,384000,446000,2000
DUNI AB - NET SALES%WORKING CAPITAL,SE0000616716(WC08141),SK,4.79,6.35,5.94,88.53,5.86,6.09,-24.42,7.32,6.41,7.48,5.17,6.73,6.21
DURO FELGUERA SA - OPERATING INCOME,ES0162600003(WC01250),E,62178,72211,94647,99904,104542,102251,37465,-114672,-12834,-172853,-136163,-33989,-145956
DURO FELGUERA SA - NET SALES%WORKING CAPITAL,ES0162600003(WC08141),E,12.96,7.98,4.5,3.9,4.53,4.55,3.59,4.34,4.58,-3.01,11.32,15.22,-0.68
DUSTIN GROUP AB - OPERATING INCOME,SE0006625471(WC01250),SK,NA,NA,NA,NA,185467,175315,275207,262900,323000,350900,436000,478000,403700
DUSTIN GROUP AB - NET SALES%WORKING CAPITAL,SE0006625471(WC08141),SK,NA,NA,NA,NA,-57.52,-16.11,-78.98,68.45,35.17,59.28,-1584.69,-639.58,77.44
DWS GROUP - OPERATING INCOME,DE000DWS1007(WC01250),E,NA,NA,NA,NA,NA,NA,NA,464000,612000,699000,446000,822000,652000
#ERROR,,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
E.ON SE - OPERATING INCOME,DE000ENAG999(WC01250),E,7506000,6020000,6443000,2890000,4586000,455000,-2886000,-7848000,-2860000,621000,1460000,1117000,1485000
E.ON SE - NET SALES%WORKING CAPITAL,DE000ENAG999(WC08141),E,-17.23,49.08,10.91,24.98,18.2,44.76,15.98,17.51,-6.67,21.79,3.61,-10.53,-13.06
EAC INVEST A/S - OPERATING INCOME,DK0061277894(WC01250),DK,629000,504000,213000,364000,265000,25000,46100,11189,12653,-17109,-60378,-9705,-4600
EAC INVEST A/S - NET SALES%WORKING CAPITAL,DK0061277894(WC08141),DK,5.58,4.85,2.97,6.07,8.88,4.31,229.09,12.17,9.14,29.39,-24.3,0,0
EBRO FOODS SA - OPERATING INCOME,ES0112501012(WC01250),E,177086,223506,200857,225133,250949,221345,215442,235899,252631,270082,210080,220938,237563
EBRO FOODS SA - NET SALES%WORKING CAPITAL,ES0112501012(WC08141),E,21.5,7.36,3.04,5.93,6.11,6.34,6.8,5.29,4.31,4.8,6.03,5.69,19.19
ECKERT & ZIEGLER STR - OPERATING INCOME,DE0005659700(WC01250),E,-4269,17703,16896,19089,17986,7593,11270,4515,12299,15496,20006,29534,30335
ECKERT & ZIEGLER STR - NET SALES%WORKING CAPITAL,DE0005659700(WC08141),E,9.04,2.25,3.3,2.87,3.15,2.87,3.62,2.83,2.29,1.69,1.92,1.73,1.42
ECONOCOM GROUP SE - OPERATING INCOME,BE0974313455(WC01250),E,21030,24520,43199,59209,65685,81485,79666,97400,117400,126800,81100,93800,81400
ECONOCOM GROUP SE - NET SALES%WORKING CAPITAL,BE0974313455(WC08141),E,17.96,16.9,45.56,-177.83,335.3,-23.14,64.77,62.77,28.59,20.92,12.38,10.88,15.54
EDAG ENGINEERIN - OPERATING INCOME,CH0303692047(WC01250),E,NA,NA,NA,NA,15918,23262,29505,42781,24402,13571,29891,17366,3143
EDAG ENGINEERIN - NET SALES%WORKING CAPITAL,CH0303692047(WC08141),E,NA,NA,NA,NA,-20.48,4.82,5.15,5.4,7.92,-56.16,6.78,9.07,9.64
EDENRED SE - OPERATING INCOME,FR0010908533(WC01250),E,365000,327000,330000,355000,367000,343000,343000,344000,370000,437000,460000,545000,455000
EDENRED SE - NET SALES%WORKING CAPITAL,FR0010908533(WC08141),E,-2.81,-2.95,-6.23,-5.32,-2.92,-2.09,-1.47,-1.25,-1.03,-1.39,-2.12,-1.65,-3.26
ELECTRICIT DE FRANCE - OPERATING INCOME,FR0010242511(WC01250),E,7203000,7591000,5782000,3848000,3426000,3525000,2870000,1455000,2179000,-1241000,11000,-312000,-1463000
ELECTRICIT DE FRANCE - NET SALES%WORKING CAPITAL,FR0010242511(WC08141),E,68.6,41.83,4.65,3.83,7.45,6.4,4.9,4.18,3.61,3.37,3.45,4.41,4.95
EDISON SPA - OPERATING INCOME,IT0003372205(WC01250),E,562000,585000,172000,1590000,278000,364000,209000,27000,1206000,261000,-20000,-131000,170000
EDISON SPA - NET SALES%WORKING CAPITAL,IT0003372205(WC08141),E,-240.57,40.12,-37.44,14.03,23.46,13.42,30.13,21.47,-56.58,20.37,21.15,41.67,44.38
EDP - ENERGIAS DE - OPERATING INCOME,PTEDP0AM0009(WC01250),E,1650432,1695441,1769180,1934179,1810601,1756371,1823808,1685536,1821143,1275893,1029115,1491620,1159946
EDP - ENERGIAS DE - NET SALES%WORKING CAPITAL,PTEDP0AM0009(WC08141),E,-4.04,-5.64,-31.63,-35.24,-30.62,-14.04,-32.8,-6.92,-13.4,18.84,-8.85,-32.96,27.52
EDP RENOVAVEIS - OPERATING INCOME,ES0127797019(WC01250),E,143684,105121,100316,188716,314845,445307,389570,487401,497082,745406,561730,670005,547121
EDP RENOVAVEIS - NET SALES%WORKING CAPITAL,ES0127797019(WC08141),E,-10.99,-4.63,-26.73,-4.97,-5.81,-16.22,-5.54,-3.25,-9.62,-3.07,-1.89,-2.06,-2.91
EDREAMS ODIGE - OPERATING INCOME,LU1048328220(WC01250),E,NA,NA,NA,NA,67460,76180,76462,58180,72009,82002,80851,98413,79744
EDREAMS ODIGE - NET SALES%WORKING CAPITAL,LU1048328220(WC08141),E,NA,NA,NA,NA,-2.51,-3.5,-3.14,-3.11,-3.35,-2.93,-3.05,-3.45,-7.68
EEZY - OPERATING INCOME,FI4000322326(WC01250),E,NA,NA,NA,NA,NA,NA,NA,NA,NA,6011,1575,7389,4810
EEZY - NET SALES%WORKING CAPITAL,FI4000322326(WC08141),E,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.45,24.58,-30.44,-30.53
EIFFAGE SA - OPERATING INCOME,FR0000130452(WC01250),E,1031000,928500,953000,1046000,1099000,1221000,1234000,1325000,1491000,1647000,1762000,1921000,1160000
EIFFAGE SA - NET SALES%WORKING CAPITAL,FR0000130452(WC08141),E,-31.73,-13.9,-8.51,-32.78,-15.35,-10.49,69.05,-26.58,-1589.67,27.55,-172.35,-21.99,34.35
EIMSKIPAFELAG - OPERATING INCOME,IS0000019800(WC01250),IK,NA,459577,2484403,3224346,2221056,2558766,2370097,2978256,3357190,3253826,2114533,2211118,2649217
EIMSKIPAFELAG - NET SALES%WORKING CAPITAL,IS0000019800(WC08141),IK,NA,2.43,8.03,7.78,9.68,12.91,8.68,10.22,10.37,13.21,14.73,10.22,17.16
EL.EN SPA - OPERATING INCOME,IT0005453250(WC01250),E,18733,-14375,3217,533,7299,7593,12922,19173,24433,26246,24374,34752,24377
EL.EN SPA - NET SALES%WORKING CAPITAL,IT0005453250(WC08141),E,1.66,1.14,1.4,1.64,1.91,2.04,1.76,2.3,1.79,1.99,2.23,2.47,2.36
ELANDERS AB - OPERATING INCOME,SE0000119299(WC01250),SK,163905,-53107,-40442,39393,45958,84540,190782,257254,298700,284000,374900,466400,504400
ELANDERS AB - NET SALES%WORKING CAPITAL,SE0000119299(WC08141),SK,-4.17,-2.81,-14.07,-4.68,-4.17,-15.92,-8.86,-20.1,5.41,9.79,9.99,20.68,15.21
#ERROR,,,"$$ER: E100,NO WORLDSCOPE DATA FOR THIS CODE",,,,,,,,,,,,
#ERROR,,,"$$ER: E100,NO WORLDSCOPE DATA FOR THIS CODE",,,,,,,,,,,,
ELECTROLUX - OPERATING INCOME,SE0013747870(WC01250),SK,NA,NA,NA,NA,NA,NA,NA,NA,NA,1051000,1150000,960000,390000
ELECTROLUX - NET SALES%WORKING CAPITAL,SE0013747870(WC08141),SK,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15,8.04,-28.56,34.26
ELEKTA AB (PUBL) - OPERATING INCOME,SE0000163628(WC01250),SK,622000,971000,1193000,1299000,1775000,2042000,1807000,971000,1186000,1317000,1496000,1706000,1936000
ELEKTA AB (PUBL) - NET SALES%WORKING CAPITAL,SE0000163628(WC08141),SK,10.45,8.13,6.16,4.31,2.97,3.05,3.08,3.66,15.56,3.8,4.26,13.55,3.42
ELIA GROUP - OPERATING INCOME,BE0003822393(WC01250),E,208100,191500,189300,221800,231700,316800,175900,176900,176800,209800,395400,474300,384400
ELIA GROUP - NET SALES%WORKING CAPITAL,BE0003822393(WC08141),E,-0.89,3.76,3.29,11.28,-2.01,-2.18,-8.26,-4.82,-1.94,-1.77,-1.38,-1.05,-3.07
ELIOR GROUP SA - OPERATING INCOME,FR0011950732(WC01250),E,NA,NA,NA,254100,237000,285000,282100,301100,313300,304000,231700,159000,-189000
ELIOR GROUP SA - NET SALES%WORKING CAPITAL,FR0011950732(WC08141),E,NA,NA,NA,232.3,-16.72,-22.07,-25.38,-25.84,-46.98,-14.54,-15.02,-16.58,-9.12
ELIS SERVICES SA - OPERATING INCOME,FR0012435121(WC01250),E,NA,NA,NA,128113,179882,155214,147817,153022,158524,222300,293000,349100,194900
ELIS SERVICES SA - NET SALES%WORKING CAPITAL,FR0012435121(WC08141),E,NA,NA,NA,-32.99,-17.9,-17.73,-30.08,-11.16,-4.84,-1.98,-18.36,-12.98,-11.42
ELISA CORP - OPERATING INCOME,FI0009007884(WC01250),E,271600,263300,262900,289000,294200,276800,298700,313300,343900,372300,396500,396200,411000
ELISA CORP - NET SALES%WORKING CAPITAL,FI0009007884(WC08141),E,-25.34,-16.4,-5.08,-16.78,-167.03,-46.05,-31.65,-10.35,-123.92,-145.32,-54.03,23.1,10.7
ELKEM ASA - OPERATING INCOME,NO0010816093(WC01250),NK,NA,NA,NA,NA,NA,NA,407500,1326894,719019,1101076,4272000,754000,321000
ELKEM ASA - NET SALES%WORKING CAPITAL,NO0010816093(WC08141),NK,NA,NA,NA,NA,NA,NA,-13.92,3.89,3.39,4.17,3.27,3.27,7.06
ELLAKTOR S.A. - OPERATING INCOME,GRS191213008(WC01250),E,194388,210722,119031,-127327,102011,75619,52085,68159,35579,126050,16679,-5268,-80161
ELLAKTOR S.A. - NET SALES%WORKING CAPITAL,GRS191213008(WC08141),E,2.18,2.43,1.94,1.65,1.69,1.42,2.05,2.55,4,4.1,4.04,2.65,1.81
ELMOS SEMICONDUCTOR - OPERATING INCOME,DE0005677108(WC01250),E,11187,-17830,23222,24631,6229,9943,17931,17735,21702,37843,49304,41252,7933
ELMOS SEMICONDUCTOR - NET SALES%WORKING CAPITAL,DE0005677108(WC08141),E,1.93,1.5,1.82,1.84,2.14,2.24,2.11,1.96,2.58,2.24,2.18,1.37,1.53
ELOS MEDTECH AB - OPERATING INCOME,SE0000120776(WC01250),SK,47440,8111,1269,19198,14401,45985,31520,28927,40540,40472,36241,61975,61565
ELOS MEDTECH AB - NET SALES%WORKING CAPITAL,SE0000120776(WC08141),SK,3.92,4,2.99,3.68,5.24,4.99,1.93,20.24,-1786.37,17.44,4.37,4.12,3.25
ELRINGKLINGER AG - OPERATING INCOME,DE0007856023(WC01250),E,81940,43568,106728,122454,126129,132860,137505,114464,116772,110920,52704,29987,47415
ELRINGKLINGER AG - NET SALES%WORKING CAPITAL,DE0007856023(WC08141),E,10.59,6.26,4.23,4.91,5.95,4.43,4.56,5.64,7.43,5.57,6.31,4.92,7.61
ELTEL AB - OPERATING INCOME,SE0006509949(WC01250),SK,NA,NA,NA,232795,249031,233995,189371,414376,-103197,-337766,-74078,-141903,40779
ELTEL AB - NET SALES%WORKING CAPITAL,SE0006509949(WC08141),SK,NA,NA,NA,94.2,36.22,146.02,-4.31,15.94,-7.84,34.25,128.16,-15.32,-12.02
EMBRACER GROUP AB - OPERATING INCOME,SE0016828511(WC01250),SK,NA,NA,NA,NA,NA,NA,64000,61600,86755,185728,185153,193040,36300
EMBRACER GROUP AB - NET SALES%WORKING CAPITAL,SE0016828511(WC08141),SK,NA,NA,NA,NA,NA,NA,-32.96,-16.13,2.43,0.95,9.02,1.82,3.38
ENAGAS SA - OPERATING INCOME,ES0130960018(WC01250),E,409798,465488,512717,549606,600083,656484,603794,585330,581453,669619,611126,555085,467947
ENAGAS SA - NET SALES%WORKING CAPITAL,ES0130960018(WC08141),E,-2.41,4.67,1.91,65.5,0.95,3.96,-10.06,33.3,-14.62,1.98,1.25,1.24,1.65
ENAV - OPERATING INCOME,IT0005176406(WC01250),E,NA,NA,NA,NA,NA,38614,21820,44329,64704,101064,110271,123583,30032
ENAV - NET SALES%WORKING CAPITAL,IT0005176406(WC08141),E,NA,NA,NA,NA,NA,5.05,4.64,4.58,4.46,2.71,1.93,1.82,3.56
ENBW ENERGIE BADEN - OPERATING INCOME,DE0005220008(WC01250),E,1297500,1375500,1319700,541400,896600,551200,-788100,608000,-484200,362500,241100,-69400,993600
ENBW ENERGIE BADEN - NET SALES%WORKING CAPITAL,DE0005220008(WC08141),E,6.69,7.45,10.53,12.18,8.17,12.32,16.04,6.43,-641.34,21.63,13.18,33.37,21.15
ENCAVIS AG - OPERATING INCOME,DE0006095003(WC01250),E,5628,406,-1681,-4679,-5648,16688,18361,35627,30842,56678,66398,76586,74511
ENCAVIS AG - NET SALES%WORKING CAPITAL,DE0006095003(WC08141),E,NA,NA,NA,NA,NA,1.5,1.02,2.11,1.37,2.35,2.66,4.87,2.77
ENCE ENERGIA - OPERATING INCOME,ES0130625512(WC01250),E,33472,-76708,111111,73517,96957,75572,-36742,110624,39066,138291,212283,70155,-21637
ENCE ENERGIA - NET SALES%WORKING CAPITAL,ES0130625512(WC08141),E,-10.69,-3.7,6.21,8.88,6.79,6.24,6.24,3.42,3.83,3.07,10.32,23.83,2.7
ENDESA S.A. - OPERATING INCOME,ES0130670112(WC01250),E,4177000,4087000,3570000,3284000,3074000,4432000,1613000,1034000,1658000,1852000,1773000,1610000,1734000
ENDESA S.A. - NET SALES%WORKING CAPITAL,ES0130670112(WC08141),E,4.89,182.34,4.23,5.88,9.16,13.04,-46.66,-22.07,-8.94,-9.92,-9.76,-8.29,-7.34
ENEA AB - OPERATING INCOME,SE0009697220(WC01250),SK,73057,38175,74234,2220,134243,82116,93815,110035,118792,103672,188855,254726,188604
ENEA AB - NET SALES%WORKING CAPITAL,SE0009697220(WC08141),SK,3.52,2.95,2.62,2.43,2.59,1.65,1.63,2.28,3.12,1.52,4.33,6.31,6.7
ENEA SA - OPERATING INCOME,PLENEA000013(WC01250),PZ,258833,28008,680133,646770,778879,790579,1108291,1254697,1114939,1385411,700242,1011260,1487760
ENEA SA - NET SALES%WORKING CAPITAL,PLENEA000013(WC08141),PZ,2.6,2.88,2.97,4.59,6.08,5.46,5.16,4.14,5.28,5.76,5.97,6.21,13.6
ENEL SPA - OPERATING INCOME,IT0003128367(WC01250),E,7954000,8629000,9780000,9698000,8326000,8703000,4709000,6303000,7891000,7371000,7088000,8661000,8238000
ENEL SPA - NET SALES%WORKING CAPITAL,IT0003128367(WC08141),E,-16.22,-15,33.23,-15.32,28.93,58.62,48.89,-31.18,-12.07,-17.03,-16.39,-20.44,-7.99
ENENTO GR - OPERATING INCOME,FI4000123195(WC01250),E,NA,NA,NA,NA,6695,7641,17413,18188,18785,21524,26018,42389,44367
ENENTO GR - NET SALES%WORKING CAPITAL,FI4000123195(WC08141),E,NA,NA,NA,NA,1.14,5.66,7.58,2.15,2.25,3.12,3.25,15.61,12.23
ENERGA SA - OPERATING INCOME,PLENERG00022(WC01250),PZ,NA,6147346,933501,867454,974787,1133076,1459659,1350000,1032000,1167000,900000,928000,875000
ENERGA SA - NET SALES%WORKING CAPITAL,PLENERG00022(WC08141),PZ,NA,25.62,5.99,5.96,6.17,5.96,4.13,4.61,5.92,3.01,3.96,-122.95,-19.28
ENGIE SA - OPERATING INCOME,FR0010208488(WC01250),E,6223500,8347500,8795000,6862000,7326000,5702000,4946000,4228000,3997000,3206000,3211000,3130000,2982000
ENGIE SA - NET SALES%WORKING CAPITAL,FR0010208488(WC08141),E,4817.29,15.25,12.37,12.24,24.04,25.46,19.61,11.33,33.25,19.32,14.8,22.91,9.21
ENI GROUP - OPERATING INCOME,IT0003132476(WC01250),E,19369000,12071000,15792000,17581000,17661000,10410000,8200000,1325000,1132000,4073000,9859000,7518000,-600000
ENI GROUP - NET SALES%WORKING CAPITAL,IT0003132476(WC08141),E,60.69,130.29,1544.75,42.59,8.57,6.56,6.37,6.5,5.43,5.72,6.85,13.27,4.8
ENIRO GROUP AB - OPERATING INCOME,SE0011256312(WC01250),SK,1532000,1279000,601000,583000,410000,611000,281000,114000,192000,-65000,47000,-92000,-26000
ENIRO GROUP AB - NET SALES%WORKING CAPITAL,SE0011256312(WC08141),SK,-6.53,-8.42,-6.2,-4.53,-4.04,-3.86,-2.74,-4.44,-1.07,-3.64,-5.85,-6.09,-6.63
ENTRA ASA - OPERATING INCOME,NO0010716418(WC01250),NK,NA,477300,392000,360100,378600,420000,717500,872000,974000,1201000,1406000,1440000,1443000
#ERROR,,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
EPIROC AB - OPERATING INCOME,SE0015658109(WC01250),SK,NA,NA,NA,NA,NA,NA,NA,5120000,4386000,6068000,7441000,8627000,7823000
EPIROC AB - NET SALES%WORKING CAPITAL,SE0015658109(WC08141),SK,NA,NA,NA,NA,NA,NA,NA,2.63,2.3,4.75,2.48,2.08,1.54
EPISURF MEDICAL AB - OPERATING INCOME,SE0003491562(WC01250),SK,NA,NA,-5249,-10160,-16303,-23280,-33261,-44009,-61709,-61152,-67200,-74400,-67500
EPISURF MEDICAL AB - NET SALES%WORKING CAPITAL,SE0003491562(WC08141),SK,NA,NA,NA,0,0,0.03,0.07,0.07,0.12,0.04,0.18,0.31,0.05
EQT AB - OPERATING INCOME,SE0012853455(WC01250),SK,NA,NA,NA,NA,NA,NA,NA,NA,111717,850206,1375597,2347752,3238273
#ERROR,,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
EQUINOR ASA - OPERATING INCOME,NO0010096985(WC01250),NK,202889000,127699000,142598000,176030000,190200000,144600000,131700000,45300000,18329554,105128897,151242036,98150101,20775562
EQUINOR ASA - NET SALES%WORKING CAPITAL,NO0010096985(WC08141),NK,-43.73,100.96,41.71,23.95,36.19,8.61,8.01,4.13,5.47,8.99,7.86,12.09,4.41
ERAMET SA - OPERATING INCOME,FR0000131757(WC01250),E,1169000,-241000,683000,473000,110000,-110000,-16000,-203000,83000,574000,551000,329000,69000
ERAMET SA - NET SALES%WORKING CAPITAL,FR0000131757(WC08141),E,2.25,1.42,1.56,1.72,2.13,2.34,2.29,2.98,1.47,1.89,2.38,3.49,1.81
"ERCROS, S.A. - OPERATING INCOME",ES0125140A14(WC01250),E,-14220,-56560,-15800,-2330,-11270,920,-3420,10580,36930,44668,35000,18627,8802
"ERCROS, S.A. - NET SALES%WORKING CAPITAL",ES0125140A14(WC08141),E,9.64,7.68,-24.47,-191.63,-23.75,-46.95,-25.05,-142.46,15.65,150.43,120.2,83.88,20.91
ERG SPA - OPERATING INCOME,IT0001157020(WC01250),E,-74571,-143149,-10035,23675,170576,367004,150375,161023,187722,208497,202654,198673,164002
ERG SPA - NET SALES%WORKING CAPITAL,IT0001157020(WC08141),E,15.27,24.5,12.55,39.7,15.78,6.67,4.43,1.27,1.94,1.59,1.49,1.48,1.38
TELEFONAKTIEBOLAGET - OPERATING INCOME,SE0000108656(WC01250),SK,21030000,21604000,23429000,23656000,17101000,22297000,20493000,26734000,13664000,-12819000,10146000,10259000,29435000
TELEFONAKTIEBOLAGET - NET SALES%WORKING CAPITAL,SE0000108656(WC08141),SK,2.21,2.13,2,2.23,2.38,2.28,2.26,2.41,2.75,3.52,4.2,6.13,6.55
ERSTE GROUP BANK AG - OPERATING INCOME,AT0000652011(WC01250),E,1122800,1276600,1546000,734500,1369500,869979,339755,1760396,2163875,2149145,2550341,2324219,2189420
#ERROR,,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
ESSILORLUXOTTICA SA - OPERATING INCOME,FR0000121667(WC01250),E,518896,565445,678376,711746,829406,861000,752000,1187000,1245000,1095000,1360000,2400000,1437000
ESSILORLUXOTTICA SA - NET SALES%WORKING CAPITAL,FR0000121667(WC08141),E,4.29,4.24,6.91,8.35,5.24,5.1,26.75,16.03,-34.04,13.95,1079.9,3.39,1.91
ESSITY AB - OPERATING INCOME,SE0009922156(WC01250),SK,NA,NA,NA,NA,NA,NA,9351000,11144000,12233000,13062000,12673000,14433000,17191000
ESSITY AB - NET SALES%WORKING CAPITAL,SE0009922156(WC08141),SK,NA,NA,NA,NA,NA,NA,15.64,10.71,31.05,33.11,206.81,-99.29,59.59
ESSO SOCIETE - OPERATING INCOME,FR0000120669(WC01250),E,-93500,-47600,201700,49800,45900,-252200,-673800,-144800,206200,175200,-178300,-20600,-565700
ESSO SOCIETE - NET SALES%WORKING CAPITAL,FR0000120669(WC08141),E,17.99,12.54,13.69,17.34,16.2,17.79,36.37,22.83,11.85,12.57,17.15,18.3,33.36
ETTEPLAN OYJ - OPERATING INCOME,FI0009008650(WC01250),E,12086,-3979,4893,6538,8203,5232,6289,9299,11285,15474,19343,20620,20127
ETTEPLAN OYJ - NET SALES%WORKING CAPITAL,FI0009008650(WC08141),E,1666.12,-25.54,-31.48,-18.2,-20.35,-15.98,-16.28,-13.48,499.83,500.62,32.89,-32.44,-12.25
EURAZEO - OPERATING INCOME,FR0000121121(WC01250),E,206170,-6677,150354,-87589,-45086,1362008,296232,98503,81611,109388,28942,127380,-149445
EURAZEO - NET SALES%WORKING CAPITAL,FR0000121121(WC08141),E,NA,NA,NA,NA,NA,6.09,4.56,1.55,2.03,6.27,10.63,23.96,8.52
EUROBANK ERGASIAS - OPERATING INCOME,GRS323003012(WC01250),E,789000,393000,136000,-205000,-952000,-1498000,-1598000,-1985000,153000,201000,282000,239000,-879000
#ERROR,,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
EUROCASH SA - OPERATING INCOME,PLEURCH00011(WC01250),PZ,102704,126584,152389,146974,344054,212753,268573,278633,217505,-8091,91480,179109,165551
EUROCASH SA - NET SALES%WORKING CAPITAL,PLEURCH00011(WC08141),PZ,-86,-157.8,-155.83,-15.06,-24.19,-19.78,-17.6,-23.7,-24.31,-16.61,-12.08,-10.4,-13.05
EUROCOMMERCIAL PROP - OPERATING INCOME,NL0015000K93(WC01250),E,60829,63535,65339,73901,80814,77804,81854,84072,91152,96791,120048,108294,99643
#ERROR,,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
EUROFINS SCIENTIFIC - OPERATING INCOME,FR0014000MR3(WC01250),E,44080,32929,59434,87073,131123,161901,189884,264331,357615,399562,520760,573500,1023600
EUROFINS SCIENTIFIC - NET SALES%WORKING CAPITAL,FR0014000MR3(WC08141),E,5.17,11.89,7.8,4.73,8.98,4.01,8.32,3,2.92,7.93,14.84,202.79,6.62
EURONAV NV - OPERATING INCOME,BE0003816338(WC01250),E,289349,16360,58712,-30423,-38305,-30678,-4234,307581,158534,-6151,-80817,152721,437118
EURONAV NV - NET SALES%WORKING CAPITAL,BE0003816338(WC08141),E,10.09,13.72,9.56,8.52,-34.02,-20.76,1.79,4.26,3.55,4.43,2.5,1.92,5.28
EURONEXT NV - OPERATING INCOME,NL0006294274(WC01250),E,NA,NA,NA,255102,178212,186493,206471,263978,266664,320697,324768,335575,449973
#ERROR,,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
EUROPCAR MOBILITY G - OPERATING INCOME,FR0012789949(WC01250),E,NA,117000,182000,231400,149448,193102,243217,269734,277641,280134,338260,296738,-252557
EUROPCAR MOBILITY G - NET SALES%WORKING CAPITAL,FR0012789949(WC08141),E,NA,NA,NA,NA,7.47,7.71,13.52,7.21,4.23,4.52,4.13,6.2,34.92
EUROPRIS ASA - OPERATING INCOME,NO0010735343(WC01250),NK,NA,NA,NA,NA,163934,205381,308330,465784,485418,458944,508233,518930,1081609
EUROPRIS ASA - NET SALES%WORKING CAPITAL,NO0010735343(WC08141),NK,NA,NA,NA,NA,4.37,7,6.94,4.54,4.38,4.69,5.66,-6.76,32.65
EUTELSAT COMM - OPERATING INCOME,FR0010221234(WC01250),E,386990,447373,515427,409805,641300,650700,623400,661500,662000,583700,552500,513600,451100
EUTELSAT COMM - NET SALES%WORKING CAPITAL,FR0010221234(WC08141),E,3.41,11.45,-142.44,13.77,11.11,5.17,4.97,4.26,2.15,2,-8.11,3.02,40.97
EVN AG - OPERATING INCOME,AT0000741053(WC01250),E,129544,114294,144607,227900,163000,139200,-218700,91700,168800,219400,104500,90100,141200
EVN AG - NET SALES%WORKING CAPITAL,AT0000741053(WC08141),E,15.61,9.32,18.28,-14.2,109.9,-11.99,-4.24,-6.51,-5.47,-12.2,-17.42,-48.33,-24.51
EVOLUTION AB - OPERATING INCOME,SE0012673267(WC01250),SK,NA,NA,NA,NA,81939,74791,119187,196763,330135,645442,920672,1667592,3133711
EVOLUTION AB - NET SALES%WORKING CAPITAL,SE0012673267(WC08141),SK,NA,NA,NA,NA,4.34,7.8,3.76,3.01,3.55,2.55,2.35,1.93,4.46
EVONIK INDUSTRIES AG - OPERATING INCOME,DE000EVNK013(WC01250),E,804000,849000,1327000,1758000,1434000,859000,1067000,1572000,1344000,1217000,1848000,1000000,690000
EVONIK INDUSTRIES AG - NET SALES%WORKING CAPITAL,DE000EVNK013(WC08141),E,7.2,6.34,3.71,5.3,8.55,5.31,5.14,3.74,2.27,6.69,6.71,4.29,5.99
EVOTEC SE - OPERATING INCOME,DE0005664809(WC01250),E,-47775,-23656,-2821,4338,-1899,-240,-13210,-16885,-2216,6190,10538,-1985,-20408
EVOTEC SE - NET SALES%WORKING CAPITAL,DE0005664809(WC08141),E,0.56,1,1.03,1.98,1.61,1.03,0.97,1.16,1.72,-3.93,7.02,1.54,1.11
EWORK GROUP AB - OPERATING INCOME,SE0002402701(WC01250),SK,38689,11986,35440,56031,61925,42788,51522,78405,92917,106160,106464,107906,94000
EWORK GROUP AB - NET SALES%WORKING CAPITAL,SE0002402701(WC08141),SK,22.82,22.06,22.14,24.25,26.67,31.2,38.87,34.36,45.11,81.47,95.47,168.43,99.69
EXEL COMPOSITES OYJ - OPERATING INCOME,FI0009007306(WC01250),E,7399,6701,7083,10285,5031,4183,8662,3869,501,5571,3449,4708,9106
EXEL COMPOSITES OYJ - NET SALES%WORKING CAPITAL,FI0009007306(WC08141),E,7.05,4.15,4.17,4.62,4.53,19.12,6.58,7.63,12.22,22.28,28.47,274.56,-21.46
EXMAR NV - OPERATING INCOME,BE0003808251(WC01250),E,34382,26294,28827,10793,32971,32344,-18999,-29281,-23686,-43572,-45361,-15509,132148
